game_id,player_id,team_id,best_of,curr_game,champion_id,side,role,opp_player_id,opp_team_id,opp_champion_id,result,kills,deaths,assists,double_kills,triple_kills,quad_kills,penta_kills,first_blood,avg_mins_between_kills,avg_mins_between_deaths,solo_kills,iso_deaths,minion_kills,neutral_minion_kills,neutral_minion_kills_team_jungle,neutral_minion_kills_enemy_jungle,perc_in_mid_lane,num_recalls,total_damage_teamfights,avg_damage_per_teamfight,dmg_to_champs_per_min,dmg_shielded_on_team_per_min,dmg_healed_on_team_per_min,total_gold,gold_at_15m,gold_diff_at_15m,wards_placed,wards_killed,vision_score,jungle_prox,duo_prox
1fc422b8-3c88-43a3-bce6-0d156231553f,76015e0d-dee2-425b-a1f3-82436a8d6db7,75ed2159-43cc-4b03-bdf0-823d0ec7e0c0,1,1,a9646039-cc30-4d46-a824-ef50558365fd,blue,top,e9e4cc7b-9073-400a-9705-7a388fbe2f7e,81f49a78-8be8-4832-bfc2-c9f40b0fd468,f2e2e2e6-5b79-47ae-bf8a-ea7780d0ce48,1,2,2,3,1,0,0,0,0,0.09216666667,5.178566667,0,2,267,11.5,1.5,5.5,0.02301876672,8,1124.787109,74.98580729,261.0508644,0,0,12942,4867,-223,14,7,34.22916412,0.03695972222,NULL
1fc422b8-3c88-43a3-bce6-0d156231553f,f7c76c2e-ebdf-4f83-84bb-e2ca8e97e243,75ed2159-43cc-4b03-bdf0-823d0ec7e0c0,1,1,45cb59d9-c33d-434f-a05a-e598c700b495,blue,jng,b2c4d524-cec6-4f9d-8858-914c5c03e3cc,81f49a78-8be8-4832-bfc2-c9f40b0fd468,a2a00cfd-f292-4674-962b-2f98e9d7cccb,1,1,0,11,0,0,0,0,0,NULL,NULL,0,0,36,187.7499695,119.5000381,12,0.1083388418,11,969.1472168,64.60981445,158.7376914,0,0,11827,4791,-211,11,12,49.79997253,0.3369555556,NULL
1fc422b8-3c88-43a3-bce6-0d156231553f,144674be-6575-415b-bdf1-71cb2f907c9f,75ed2159-43cc-4b03-bdf0-823d0ec7e0c0,1,1,fe2d0d4c-a75b-4c67-8e62-0dfa49b26688,blue,mid,93035ebd-ac88-4a28-8c50-cbde4d9866dd,81f49a78-8be8-4832-bfc2-c9f40b0fd468,817531bf-38ca-45d7-9d86-5d0aa8031edf,1,3,3,7,0,0,0,0,0,5.682925,6.6685,0,3,298,36,16,13.5,0.3062541706,13,3296.411133,219.7607422,338.3051998,0,0,14938,6241,642,7,5,27.95347404,0.1407958333,NULL
1fc422b8-3c88-43a3-bce6-0d156231553f,b0e35a14-396b-4f90-bb26-213a8599c7d2,75ed2159-43cc-4b03-bdf0-823d0ec7e0c0,1,1,6c9c7b4a-0947-4b6c-8cff-cf318ac75f10,blue,bot,259f6984-2cdb-410d-99f8-1749a2c8b8c4,81f49a78-8be8-4832-bfc2-c9f40b0fd468,e0643781-6fc2-4223-b78b-a67f6f46b51b,1,7,1,4,1,1,1,1,0,2.805094444,NULL,0,0,346,36.25000381,23.99999619,8,0.2040110075,11,3528.904297,235.2602865,539.4960347,0,19.05738341,17876,6073,1449,13,19,52.674263,0.08809027778,NULL
1fc422b8-3c88-43a3-bce6-0d156231553f,ef0262f2-059f-4514-80f7-70c1a33ad932,75ed2159-43cc-4b03-bdf0-823d0ec7e0c0,1,1,324946d4-5e01-47c2-ae84-bffe1bb4f2cf,blue,sup,25b95d8a-3363-4940-8437-ca402f65f022,81f49a78-8be8-4832-bfc2-c9f40b0fd468,481aaf56-4794-4988-b6b7-cbdf5944fa7f,1,0,1,11,0,0,0,0,0,NULL,NULL,0,0,52,0,0,0,0.1314774901,15,493.3079834,32.88719889,79.05451199,7.273912082,5.027390069,7761,3384,-96,58,25,131.6039124,0.2019194444,0.2844013889
1fc422b8-3c88-43a3-bce6-0d156231553f,e9e4cc7b-9073-400a-9705-7a388fbe2f7e,81f49a78-8be8-4832-bfc2-c9f40b0fd468,1,1,f2e2e2e6-5b79-47ae-bf8a-ea7780d0ce48,red,top,76015e0d-dee2-425b-a1f3-82436a8d6db7,75ed2159-43cc-4b03-bdf0-823d0ec7e0c0,a9646039-cc30-4d46-a824-ef50558365fd,0,2,3,1,0,0,0,0,0,15.13801667,8.415283333,0,0,307,36,32,1.5,0.03253376844,9,8582.105957,572.1403971,643.9520092,0,0,13699,5090,223,15,4,21.66841316,0.1123708333,NULL
1fc422b8-3c88-43a3-bce6-0d156231553f,b2c4d524-cec6-4f9d-8858-914c5c03e3cc,81f49a78-8be8-4832-bfc2-c9f40b0fd468,1,1,a2a00cfd-f292-4674-962b-2f98e9d7cccb,red,jng,f7c76c2e-ebdf-4f83-84bb-e2ca8e97e243,75ed2159-43cc-4b03-bdf0-823d0ec7e0c0,45cb59d9-c33d-434f-a05a-e598c700b495,0,0,3,5,0,0,0,0,0,NULL,8.270091667,0,0,32,145.5999451,106.6000443,4,0.08433503583,10,2598.389893,173.2259928,175.5340303,0,0,10124,5002,211,12,10,44.20770645,0.4678319444,NULL
1fc422b8-3c88-43a3-bce6-0d156231553f,93035ebd-ac88-4a28-8c50-cbde4d9866dd,81f49a78-8be8-4832-bfc2-c9f40b0fd468,1,1,817531bf-38ca-45d7-9d86-5d0aa8031edf,red,mid,144674be-6575-415b-bdf1-71cb2f907c9f,75ed2159-43cc-4b03-bdf0-823d0ec7e0c0,fe2d0d4c-a75b-4c67-8e62-0dfa49b26688,0,4,1,0,0,0,0,0,0,5.640116667,NULL,1,0,302,10,3.500000238,4,0.4035601647,12,9829.414551,655.2943034,732.2750522,0,0,13740,5599,-642,18,11,51.15767288,0.2246861111,NULL
1fc422b8-3c88-43a3-bce6-0d156231553f,259f6984-2cdb-410d-99f8-1749a2c8b8c4,81f49a78-8be8-4832-bfc2-c9f40b0fd468,1,1,e0643781-6fc2-4223-b78b-a67f6f46b51b,red,bot,b0e35a14-396b-4f90-bb26-213a8599c7d2,75ed2159-43cc-4b03-bdf0-823d0ec7e0c0,6c9c7b4a-0947-4b6c-8cff-cf318ac75f10,0,0,3,2,0,0,0,0,0,NULL,9.282341667,0,0,239,8.399999619,4.400000095,4,0.2573694708,9,686.6047363,45.77364909,261.4785937,11.81853144,80.4472435,11197,4624,-1449,16,5,32.25700378,0.1080277778,NULL
1fc422b8-3c88-43a3-bce6-0d156231553f,25b95d8a-3363-4940-8437-ca402f65f022,81f49a78-8be8-4832-bfc2-c9f40b0fd468,1,1,481aaf56-4794-4988-b6b7-cbdf5944fa7f,red,sup,ef0262f2-059f-4514-80f7-70c1a33ad932,75ed2159-43cc-4b03-bdf0-823d0ec7e0c0,324946d4-5e01-47c2-ae84-bffe1bb4f2cf,0,1,3,2,0,0,0,0,1,NULL,8.185283333,0,0,39,0,0,0,0.1059382664,14,518.1328125,34.5421875,89.87193154,0,3.674067037,7479,3480,96,65,16,99.90427399,0.2574097222,0.3583277778
4d7e09f2-71f3-4d43-82da-26cd83d62fd8,e3d837fb-70da-43e0-8567-6a0f6411f2fa,7ef1521a-0c03-4271-a86e-58ddb170674c,1,1,0e089005-2fe3-4298-9093-95772c91e9b8,blue,top,c1924735-5649-4785-962a-2dbaa28be423,15e71b55-e2b7-459d-8e62-16a93a90e901,da81ecb1-2b1a-484c-bd8e-ba3e639be60e,0,5,5,2,0,0,0,0,0,9.192808333,8.560004167,2,2,382,51.70000076,10.39999962,15.79999924,0.05936581232,15,11757.07178,345.7962287,609.7440538,0,0,22576,7522,3784,18,6,49.77285767,0.1094597222,NULL
4d7e09f2-71f3-4d43-82da-26cd83d62fd8,3b4a3e0b-b845-4078-ba88-d8544916a68d,7ef1521a-0c03-4271-a86e-58ddb170674c,1,1,f16f0952-73a8-49ae-b636-c52502a81f57,blue,jng,67f9d889-9f4f-490e-a31c-ccb2b2f9f1b0,15e71b55-e2b7-459d-8e62-16a93a90e901,196c0589-33a3-44c7-9fc0-4cd3c4ba555e,0,0,8,7,0,0,0,0,0,NULL,6.476752381,0,0,60,137.2000122,99.70002747,4,0.1321838639,11,2783.79306,81.87626648,287.3494579,0,0,12869,4193,-1958,20,30,88.68914032,0.5331416667,NULL
4d7e09f2-71f3-4d43-82da-26cd83d62fd8,8d64e721-e32e-4f60-97b3-9994b952fcf3,7ef1521a-0c03-4271-a86e-58ddb170674c,1,1,817531bf-38ca-45d7-9d86-5d0aa8031edf,blue,mid,a311e95f-79cf-43a6-bc06-13191e132feb,15e71b55-e2b7-459d-8e62-16a93a90e901,6e9c5f9b-4a6e-4cdc-a038-29d603803511,0,2,5,3,0,0,0,0,0,2.490233333,9.218920833,0,1,414,12,12,0,0.3651854926,9,4048.158783,119.0634936,474.1205911,0,0,19575,5179,-1202,26,8,57.95888519,0.2133125,NULL
4d7e09f2-71f3-4d43-82da-26cd83d62fd8,879bae6d-a757-4340-b7e3-80aae316eca8,7ef1521a-0c03-4271-a86e-58ddb170674c,1,1,cefcef15-f3de-4a45-a430-6e2ffe1c6c77,blue,bot,5755487d-2151-4894-ac1e-b7cda681eda9,15e71b55-e2b7-459d-8e62-16a93a90e901,c91a91b9-87bb-4832-95f4-cad01bb8eb8c,0,5,1,3,1,0,0,0,0,8.988725,NULL,0,0,352,88.00002289,71.10001373,8.399999619,0.1391956532,15,2476.993591,72.85275269,527.1676775,0,0,21205,5417,-1065,18,43,97.4352951,0.2615333333,NULL
4d7e09f2-71f3-4d43-82da-26cd83d62fd8,37e4d64f-9ea7-4b9c-92ee-0ab4794d0c36,7ef1521a-0c03-4271-a86e-58ddb170674c,1,1,a7397e37-fe2d-4ee5-a26c-1673f3957f72,blue,sup,69b0dfc5-ee83-44dc-b535-05947d9ab4ab,15e71b55-e2b7-459d-8e62-16a93a90e901,324946d4-5e01-47c2-ae84-bffe1bb4f2cf,0,1,3,8,0,0,0,0,0,NULL,15.98455833,0,0,56,8,4,0,0.1385945509,17,2241.109131,65.91497444,270.1875363,128.9927215,34.52515066,11717,3208,-10,84,18,127.681366,0.3013305556,0.584375
4d7e09f2-71f3-4d43-82da-26cd83d62fd8,c1924735-5649-4785-962a-2dbaa28be423,15e71b55-e2b7-459d-8e62-16a93a90e901,1,1,da81ecb1-2b1a-484c-bd8e-ba3e639be60e,red,top,e3d837fb-70da-43e0-8567-6a0f6411f2fa,7ef1521a-0c03-4271-a86e-58ddb170674c,0e089005-2fe3-4298-9093-95772c91e9b8,1,1,2,17,0,0,0,0,0,NULL,8.903,0,1,59,0,0,0,0.1623381244,18,748.4905586,22.01442819,75.2732036,278.112616,259.8681138,11903,3738,-3784,99,20,153.9185638,0.5274208333,NULL
4d7e09f2-71f3-4d43-82da-26cd83d62fd8,67f9d889-9f4f-490e-a31c-ccb2b2f9f1b0,15e71b55-e2b7-459d-8e62-16a93a90e901,1,1,196c0589-33a3-44c7-9fc0-4cd3c4ba555e,red,jng,3b4a3e0b-b845-4078-ba88-d8544916a68d,7ef1521a-0c03-4271-a86e-58ddb170674c,f16f0952-73a8-49ae-b636-c52502a81f57,1,3,3,13,0,0,0,0,0,2.740825,8.580816667,0,0,119,185.2499084,105.6000519,29.39999771,0.1386934222,13,4950.557129,145.6046214,381.2925709,0,0,17328,6151,1958,16,33,98.29776764,0.7151263889,NULL
4d7e09f2-71f3-4d43-82da-26cd83d62fd8,a311e95f-79cf-43a6-bc06-13191e132feb,15e71b55-e2b7-459d-8e62-16a93a90e901,1,1,6e9c5f9b-4a6e-4cdc-a038-29d603803511,red,mid,8d64e721-e32e-4f60-97b3-9994b952fcf3,7ef1521a-0c03-4271-a86e-58ddb170674c,817531bf-38ca-45d7-9d86-5d0aa8031edf,1,6,2,6,0,0,0,0,0,7.410513333,14.83523333,0,1,349,15.49999809,11.19999886,4.300000191,0.2901073094,17,8826.425598,259.6007529,523.2209546,0,6.897601635,19360,6381,1202,24,6,46.68371582,0.3682027778,NULL
4d7e09f2-71f3-4d43-82da-26cd83d62fd8,5755487d-2151-4894-ac1e-b7cda681eda9,15e71b55-e2b7-459d-8e62-16a93a90e901,1,1,c91a91b9-87bb-4832-95f4-cad01bb8eb8c,red,bot,879bae6d-a757-4340-b7e3-80aae316eca8,7ef1521a-0c03-4271-a86e-58ddb170674c,cefcef15-f3de-4a45-a430-6e2ffe1c6c77,1,11,1,7,2,0,0,0,1,4.547506667,NULL,0,0,472,44.80000305,36,4.800000191,0.1350832041,14,5989.0271,176.1478559,665.166742,0,23.29857395,26446,6482,1065,28,11,85.70869446,0.1564041667,NULL
4d7e09f2-71f3-4d43-82da-26cd83d62fd8,69b0dfc5-ee83-44dc-b535-05947d9ab4ab,15e71b55-e2b7-459d-8e62-16a93a90e901,1,1,324946d4-5e01-47c2-ae84-bffe1bb4f2cf,red,sup,37e4d64f-9ea7-4b9c-92ee-0ab4794d0c36,7ef1521a-0c03-4271-a86e-58ddb170674c,a7397e37-fe2d-4ee5-a26c-1673f3957f72,1,1,5,15,0,0,0,0,0,NULL,8.950420833,0,2,32,0,0,0,0.1271307042,13,1152.730621,33.9038418,122.5014094,35.16935365,0,10826,3218,10,65,12,122.8196869,0.38245,0.3383986111
771b0198-93da-4187-8e2b-6346efc89254,5efd550f-e3b7-4984-ad37-ee48cdd6615a,f3c22893-afca-4653-9642-d2832d75efd2,1,1,5845b663-c33c-4b4c-a933-e7b21509f64c,blue,top,6be8f7d2-b5d1-4015-8d63-decee3bd407d,0c2e1d71-432b-40ea-b378-924e2e804b0e,9b8ee904-6b9e-43d5-8e90-481c59303a09,0,0,3,1,0,0,0,0,0,NULL,5.203416667,0,1,377,32,3,12,0.03434308964,10,3582.763672,155.7723336,302.8841493,0,0,17705,6471,1622,16,11,35.2724762,0.06974166667,NULL
771b0198-93da-4187-8e2b-6346efc89254,11d2d497-a741-4da6-b8c7-c4f2a4ff7da1,f3c22893-afca-4653-9642-d2832d75efd2,1,1,45cb59d9-c33d-434f-a05a-e598c700b495,blue,jng,27117a33-be10-4d89-a2dd-c622b38d91b7,0c2e1d71-432b-40ea-b378-924e2e804b0e,196c0589-33a3-44c7-9fc0-4cd3c4ba555e,0,0,3,2,0,0,0,0,0,NULL,8.619575,0,0,33,152.5499725,108.3000565,0,0.1250011894,13,516.9498367,22.47607986,102.796713,0,0,10121,4610,55,12,23,64.43966675,0.3840013889,NULL
771b0198-93da-4187-8e2b-6346efc89254,a19199dd-c181-4613-bf1c-8cdfb4bce348,f3c22893-afca-4653-9642-d2832d75efd2,1,1,a2748593-de4e-450b-9e4c-1c27bb3bc0b7,blue,mid,39d47ed1-365d-4b94-b3e7-b58ec1ebf2df,0c2e1d71-432b-40ea-b378-924e2e804b0e,c616b5d9-5296-4963-a34f-538bae3b9adb,0,1,2,2,0,0,0,0,0,NULL,27.32813333,0,0,328,63.59999847,53.09999847,8,0.4288506371,12,3155.326782,137.188121,336.1312605,65.65860868,0,14934,5460,-163,16,4,49.1941452,0.1679583333,NULL
771b0198-93da-4187-8e2b-6346efc89254,8d533903-effc-44b8-ae72-00fe82c04ba2,f3c22893-afca-4653-9642-d2832d75efd2,1,1,cffa3533-e1c5-4d05-b72b-f05a2c9202c3,blue,bot,286f29de-664a-4885-a1b2-a6237bc01820,0c2e1d71-432b-40ea-b378-924e2e804b0e,1e3423b1-6441-4499-bc04-79cd4bb3d13d,0,2,2,0,0,0,0,0,0,2.846716667,27.93008333,0,0,390,51.6000061,47.6000061,0,0.2331656293,13,2729.520264,118.6747941,357.5358133,0,0,17204,5457,-1041,15,21,48.00204086,0.1092722222,NULL
771b0198-93da-4187-8e2b-6346efc89254,495bcb48-d82e-4b9c-a860-82485d2a32be,f3c22893-afca-4653-9642-d2832d75efd2,1,1,b8032ceb-6da4-4575-8ab1-c4be5ab8b0f6,blue,sup,fcac7a13-6a78-4d74-8767-b520844b3aff,0c2e1d71-432b-40ea-b378-924e2e804b0e,324946d4-5e01-47c2-ae84-bffe1bb4f2cf,0,0,3,2,0,0,0,0,0,NULL,12.36854167,0,0,40,0,0,0,0.1597073433,16,392.8209839,17.07917321,55.1872612,35.01876879,0,7803,3196,-280,64,14,113.174736,0.1608805556,0.6063763889
771b0198-93da-4187-8e2b-6346efc89254,6be8f7d2-b5d1-4015-8d63-decee3bd407d,0c2e1d71-432b-40ea-b378-924e2e804b0e,1,1,9b8ee904-6b9e-43d5-8e90-481c59303a09,red,top,5efd550f-e3b7-4984-ad37-ee48cdd6615a,f3c22893-afca-4653-9642-d2832d75efd2,5845b663-c33c-4b4c-a933-e7b21509f64c,1,0,1,7,0,0,0,0,0,NULL,NULL,0,1,344,4,4,0,0.09915285039,9,4796.449219,208.5412704,352.6767891,0,0,14770,4849,-1622,17,7,55.55141449,0.04410138889,NULL
771b0198-93da-4187-8e2b-6346efc89254,27117a33-be10-4d89-a2dd-c622b38d91b7,0c2e1d71-432b-40ea-b378-924e2e804b0e,1,1,196c0589-33a3-44c7-9fc0-4cd3c4ba555e,red,jng,11d2d497-a741-4da6-b8c7-c4f2a4ff7da1,f3c22893-afca-4653-9642-d2832d75efd2,45cb59d9-c33d-434f-a05a-e598c700b495,1,1,0,5,0,0,0,0,0,NULL,NULL,0,0,37,198.2499237,130.5000305,2.5,0.07944585784,12,1351.159485,58.74606456,187.7828259,0,0,12616,4555,-55,11,16,57.12633514,0.3654958333,NULL
771b0198-93da-4187-8e2b-6346efc89254,39d47ed1-365d-4b94-b3e7-b58ec1ebf2df,0c2e1d71-432b-40ea-b378-924e2e804b0e,1,1,c616b5d9-5296-4963-a34f-538bae3b9adb,red,mid,a19199dd-c181-4613-bf1c-8cdfb4bce348,f3c22893-afca-4653-9642-d2832d75efd2,a2748593-de4e-450b-9e4c-1c27bb3bc0b7,1,2,1,7,0,0,0,0,0,17.23915,NULL,0,0,328,25.75,20.5,0,0.3661752722,13,3237.581055,140.7643937,536.116171,0,0,15769,5623,163,22,12,60.73871613,0.1181458333,NULL
771b0198-93da-4187-8e2b-6346efc89254,286f29de-664a-4885-a1b2-a6237bc01820,0c2e1d71-432b-40ea-b378-924e2e804b0e,1,1,1e3423b1-6441-4499-bc04-79cd4bb3d13d,red,bot,8d533903-effc-44b8-ae72-00fe82c04ba2,f3c22893-afca-4653-9642-d2832d75efd2,cffa3533-e1c5-4d05-b72b-f05a2c9202c3,1,9,0,4,1,0,0,0,1,3.492502083,NULL,1,0,384,33.75,28,0.5,0.248005099,12,6395.693848,278.0736456,694.7787393,0,16.04459652,21789,6498,1041,16,12,36.2841835,0.1081972222,NULL
771b0198-93da-4187-8e2b-6346efc89254,fcac7a13-6a78-4d74-8767-b520844b3aff,0c2e1d71-432b-40ea-b378-924e2e804b0e,1,1,324946d4-5e01-47c2-ae84-bffe1bb4f2cf,red,sup,495bcb48-d82e-4b9c-a860-82485d2a32be,f3c22893-afca-4653-9642-d2832d75efd2,b8032ceb-6da4-4575-8ab1-c4be5ab8b0f6,1,1,1,7,0,0,0,0,0,NULL,NULL,0,0,43,0,0,0,0.1246630526,18,1181.549606,51.37172201,105.072734,17.03523763,0,9002,3476,280,80,13,127.0554733,0.2374138889,0.4712097222
9dfa1b33-6691-48e4-84ba-c53407455da1,e6ca24a9-3a00-4847-babf-fdb83a0c04df,cbe4505b-126e-4123-abfa-23f3d5758e15,1,1,5845b663-c33c-4b4c-a933-e7b21509f64c,blue,top,236a0b34-f525-4ded-8cf7-3eedfb582f50,7f1ba6c4-22d5-4c77-b129-7ee50a5632a1,ff81d81f-5f1a-4c43-8769-2043f237312f,0,0,3,2,0,0,0,0,0,NULL,5.615791667,0,1,189,0,0,0,0,7,2300.065186,230.0065186,244.386831,0,0,8213,4519,-579,13,6,33.70233536,0.09952083333,NULL
9dfa1b33-6691-48e4-84ba-c53407455da1,69e50d16-9d6d-4566-91f1-97acbb1d5ef6,cbe4505b-126e-4123-abfa-23f3d5758e15,1,1,1125ddeb-d593-49f1-b97a-c3c80a43752d,blue,jng,a56d5d87-c38e-4f39-8b5c-3643afe4e7b3,7f1ba6c4-22d5-4c77-b129-7ee50a5632a1,a9646039-cc30-4d46-a824-ef50558365fd,0,3,2,1,0,0,0,0,1,6.136533333,11.77048333,0,1,34,178.499939,144.5000153,0,0.06347808215,10,5005.291626,500.5291626,381.1145261,0,0,10213,6289,54,4,2,18.53435898,0.2218513889,NULL
9dfa1b33-6691-48e4-84ba-c53407455da1,32a441dd-5706-4c5c-a13b-e7eae2c6fb0f,cbe4505b-126e-4123-abfa-23f3d5758e15,1,1,817531bf-38ca-45d7-9d86-5d0aa8031edf,blue,mid,d63355f7-04f5-44f7-82e3-d66201d3358f,7f1ba6c4-22d5-4c77-b129-7ee50a5632a1,89783c69-7638-4c8a-bd97-59bffc0708c3,0,1,2,0,0,0,0,0,0,NULL,11.31895,0,0,240,5,5,0,0.4370623648,7,5317.503418,531.7503418,593.9450322,0,0,9753,5527,412,13,2,35.78483582,0.05261388889,NULL
9dfa1b33-6691-48e4-84ba-c53407455da1,60d42849-beb1-4f64-83f0-6113bd4497df,cbe4505b-126e-4123-abfa-23f3d5758e15,1,1,c91a91b9-87bb-4832-95f4-cad01bb8eb8c,blue,bot,68813131-ef87-46e7-8b8a-43158021dc58,7f1ba6c4-22d5-4c77-b129-7ee50a5632a1,1e3423b1-6441-4499-bc04-79cd4bb3d13d,0,0,1,1,0,0,0,0,0,NULL,NULL,0,0,227,0,0,0,0.2047040937,8,640.3598633,64.03598633,190.4064383,0,9.204542186,8847,4846,-948,11,4,24.52124405,0.0981375,NULL
9dfa1b33-6691-48e4-84ba-c53407455da1,1eee2a7b-7843-46ef-8222-5bb9bbd40379,cbe4505b-126e-4123-abfa-23f3d5758e15,1,1,a0d155c4-41b3-408e-9aab-3335d028be3b,blue,sup,a661537b-eb5b-4f7f-bfc3-37225e678661,7f1ba6c4-22d5-4c77-b129-7ee50a5632a1,50c3fbbb-2ad0-44a4-ad02-b94164b61d44,0,0,2,3,0,0,0,0,0,NULL,11.47205,0,1,9,0.25,0,0,0.06681873255,7,878.4681396,87.84681396,178.3415067,77.19215652,274.3676234,5454,3488,106,37,8,63.60294342,0.09245833333,0.9044305556
9dfa1b33-6691-48e4-84ba-c53407455da1,236a0b34-f525-4ded-8cf7-3eedfb582f50,7f1ba6c4-22d5-4c77-b129-7ee50a5632a1,1,1,ff81d81f-5f1a-4c43-8769-2043f237312f,red,top,e6ca24a9-3a00-4847-babf-fdb83a0c04df,cbe4505b-126e-4123-abfa-23f3d5758e15,5845b663-c33c-4b4c-a933-e7b21509f64c,1,2,2,0,0,0,0,0,0,0.2029166667,12.27306667,1,1,236,0,0,0,0.04022458917,6,5976.836426,597.6836426,641.5260284,0,0,10254,5098,579,10,6,30.54394913,0.007111111111,NULL
9dfa1b33-6691-48e4-84ba-c53407455da1,a56d5d87-c38e-4f39-8b5c-3643afe4e7b3,7f1ba6c4-22d5-4c77-b129-7ee50a5632a1,1,1,a9646039-cc30-4d46-a824-ef50558365fd,red,jng,69e50d16-9d6d-4566-91f1-97acbb1d5ef6,cbe4505b-126e-4123-abfa-23f3d5758e15,1125ddeb-d593-49f1-b97a-c3c80a43752d,1,4,0,2,1,1,0,0,0,3.788461111,NULL,1,0,46,204.249939,136,0,0.04905122825,9,2057.273682,205.7273682,493.7469838,0,0,11921,6235,-54,8,14,52.24631119,0.3782361111,NULL
9dfa1b33-6691-48e4-84ba-c53407455da1,d63355f7-04f5-44f7-82e3-d66201d3358f,7f1ba6c4-22d5-4c77-b129-7ee50a5632a1,1,1,89783c69-7638-4c8a-bd97-59bffc0708c3,red,mid,32a441dd-5706-4c5c-a13b-e7eae2c6fb0f,cbe4505b-126e-4123-abfa-23f3d5758e15,817531bf-38ca-45d7-9d86-5d0aa8031edf,1,1,1,6,0,0,0,0,0,NULL,NULL,0,1,189,0,0,0,0.4460111089,8,2197.747803,219.7747803,255.0852012,192.6320304,117.5511255,8842,5115,-412,9,5,23.56871986,0.1706458333,NULL
9dfa1b33-6691-48e4-84ba-c53407455da1,68813131-ef87-46e7-8b8a-43158021dc58,7f1ba6c4-22d5-4c77-b129-7ee50a5632a1,1,1,1e3423b1-6441-4499-bc04-79cd4bb3d13d,red,bot,60d42849-beb1-4f64-83f0-6113bd4497df,cbe4505b-126e-4123-abfa-23f3d5758e15,c91a91b9-87bb-4832-95f4-cad01bb8eb8c,1,2,0,3,0,0,0,0,0,0.4209666667,NULL,0,0,237,4,4,0,0.2118937427,8,497.0297852,49.70297852,351.6092044,0,0,10517,5794,948,10,4,19.22128677,0.1151722222,NULL
9dfa1b33-6691-48e4-84ba-c53407455da1,a661537b-eb5b-4f7f-bfc3-37225e678661,7f1ba6c4-22d5-4c77-b129-7ee50a5632a1,1,1,50c3fbbb-2ad0-44a4-ad02-b94164b61d44,red,sup,1eee2a7b-7843-46ef-8222-5bb9bbd40379,cbe4505b-126e-4123-abfa-23f3d5758e15,a0d155c4-41b3-408e-9aab-3335d028be3b,1,1,1,6,0,0,0,0,0,NULL,NULL,0,0,4,4,0,0,0.1519000571,8,419.2718506,41.92718506,133.7101701,187.2178075,206.6987139,6553,3382,-106,31,3,54.09382629,0.1933708333,0.6413069444
c57b3299-80c1-4605-9cdf-0aca2d9736c2,e50165dc-443c-412b-af1f-6a71b052ec46,93bb8057-a5dc-404f-a288-a5a9d89ec456,1,1,d3715a19-39f0-4d19-9e1f-e409a0fe6b7c,blue,top,27c7c3e0-87ef-4396-b50c-79d58bc66999,2acce636-6eac-435a-86f6-87ef3fad9761,5c40e6ae-76a8-4277-be93-25880a8c9310,1,1,0,10,0,0,0,0,0,NULL,NULL,0,0,221,4,1.5,0,0.1013052384,11,6215.881348,690.6534831,557.2482802,0,0,11141,5028,48,12,4,28.043396,0,NULL
c57b3299-80c1-4605-9cdf-0aca2d9736c2,9a7604d4-28d6-4fff-b97a-801252da5d4d,93bb8057-a5dc-404f-a288-a5a9d89ec456,1,1,45cb59d9-c33d-434f-a05a-e598c700b495,blue,jng,30076f1d-4a00-458f-9726-84934120f4a0,2acce636-6eac-435a-86f6-87ef3fad9761,196c0589-33a3-44c7-9fc0-4cd3c4ba555e,1,2,2,13,0,0,0,0,0,8.210366667,12.33765,0,0,20,135.2000427,91.70002747,4,0.0790510501,8,1717.05249,190.78361,306.0890198,0,0,10480,4656,-224,7,7,45.58520889,0.4294486111,NULL
c57b3299-80c1-4605-9cdf-0aca2d9736c2,08ab34e1-dd22-4e50-bdd7-89f906d72bb6,93bb8057-a5dc-404f-a288-a5a9d89ec456,1,1,47719f63-f9ae-4afe-aae6-1431a237d1d5,blue,mid,a82d9ddd-b6e7-4d5c-8a86-9167678077db,2acce636-6eac-435a-86f6-87ef3fad9761,340b9cd3-a37e-436e-b230-17a6564a63ab,1,5,0,6,1,0,0,0,1,5.894379167,NULL,0,0,242,19.99999809,11.99999809,8,0.4243025231,9,3425.901367,380.6557075,504.9942144,0,0,12885,5584,163,7,11,36.85041809,0.1991180556,NULL
c57b3299-80c1-4605-9cdf-0aca2d9736c2,21ae82c6-b174-41ca-8f37-4720d9023227,93bb8057-a5dc-404f-a288-a5a9d89ec456,1,1,cefcef15-f3de-4a45-a430-6e2ffe1c6c77,blue,bot,9b460b2c-6d8f-4802-b5a4-98f2cade3c2f,2acce636-6eac-435a-86f6-87ef3fad9761,60093c93-1878-4a74-95f3-9cc774164372,1,8,1,4,2,1,0,0,0,3.328580952,NULL,0,0,251,32.19999695,8.800000191,11.39999962,0.113459596,9,3877.004639,430.7782932,433.199207,0,20.97113486,15130,6318,1668,15,12,43.50825882,0.2459847222,NULL
